date,location,morning,afternoon,evening,alcohol?,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,notes
1/1/20,"PL, Waw",,,,lots,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,T_Fr_1,T_Fr_1,T_Fr_1,T,T,T,T,T,T,T,T,T,T,T,T,T_Fam_2,T_Fam_2,T_Fam_2,T_Fam_2,P-sm,P-sm,P-sm,P-sm,P-sm,
2/1/20,"PL, Pos",,,,no,P-sm,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,WL-a,WL-a,WL-a,P-sm,P-sm,P-sm,P-sm,P-sm,P-sm,P-sm,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,WI-u,WI-u,WI-u,P-sm,P-sm,WI-u,WI-u,WI-u,P-sm,P-sm,P-sm,P-sm,WI-u,WI-u,WI-u,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,WI-u,WI-u,WI-u,WI-u,P-sm,P-sm,P-sm,P-sm,WI-u,WI-u,WI-u,Q,Q,Q,Q,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,Ch-e_Fr_1,
3/1/20,"PL, Pos",,,,no,Ch_Fr_1,Ch_Fr_1,WL-a,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,WL-a,WL-a,WI-u,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,P-sm,P-sm,WI-u,WI-u,WI-u,WI-u,WL-o,WL-o,WL-o,Ch_Fam_2,Ch_Fam_2,C,WL-o-e_Fr_4,WL-o-e_Fr_4,WL-o-e_Fr_4,WL-o-e_Fr_4,WL-o-e_Fr_4,P-sm,P-sm,H,WI-u,WI-u,WI-u,WI-u,P-sm,H,WL-o,WL-o,WL-o,WL-o,WL-o,WL-o,WL-o,WL-o,WL-o,WL-o,WL-o,P-sm,P-sm,C,
4/1/20,"PL, Pos",,,,no,P-sm,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,WL-a,Ch_Fam_2,Ch_Fam_2,T_Fam_2,T_Fam_2,T_Fam_1,Ch_Fam_1,Ch_Fam_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,T_Fr_1,T_Fr_1,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,Ch_Fam_5,Ch_Fam_5,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,Ch_Fam_3,Ch_Fam_5,Ch_Fam_5,Ch_Fam_5,Ch_Fam_5,Ch_Fam_5,Ch_Fam_5,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,Ch_Fam_5,Ch_Fam_5,Ch_Fam_5,Ch_Fam_5,Q_Fam_3,Q_Fam_3,WL-a_Fr_1,C-f_Fr_1,H,H,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,Filip visiting
5/1/20,"PL, Krk",,,,no,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Q_Fam_4,Q_Fam_4,ExI_Fam_4,ExI_Fam_4,ExI_Fam_4,Q_Fam_4,Q_Fam_4,Ch_Fam_4,Ch_Fam_4,Ch_Fam_4,WL-o,WL-o,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,Q_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,Ch_Fam_4,Ch_Fam_4,Q-yt_Fr_1,C-f_Fam_3,C-f_Fam_3,C-f_Fam_3,C-f_Fam_3,C-f_Fam_3,C-f_Fam_3,C-f_Fam_3,Ch_Fam_3,ExL_Fam_2,ExL_Fam_2,Ch_Fam_4,Ch_Fam_4,Ch_Fam_4,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,H,WL-a_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Filip visiting
6/1/20,"PL, Krk",,,,no,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,Q_Fr_1,WL-i,WL-i,WL-i,WL-i,WL-i,WL-i,P-sm,WL-i,WL-i,WL-i,WL-i,WL-i,WL-i,WL-i,WL-i,ExL_Fr_1,Ch_Fam_5,Ch_Fam_5,ExL_Fam_4,ExL_Fam_4,ExL_Fam_4,ExL_Fam_4,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,WL-a_Fr_1,Ch_Fam_5,Ch_Fam_5,Ch_Fam_5,P_Fr_1,C-f_Fr_1,C-f_Fr_1,H,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,C-f_Fr_1,Q_Fr_1,Q_Fr_1,Q_Fr_1,Filip visiting
7/1/20,"PL, Krk",,,,no,Q_Fr_1,Q_Fr_1,Q_Fr_1,Q_Fr_1,Q_Fr_1,Q_Fr_1,Q_Fr_1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,WL-a_Fr_1,T_Fr_1,T_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_2,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,T_Fr_1,T_Fr_1,T,T,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,P-sm,ExL_Fam_2,ExL_Fam_2,Ch_Fam_1,Ch_Fam_1,Ch_Fam_2,Ch_Fam_2,P-sm,P-sm,P-sm,WL-a,P-sm,WI-i,WI-i,H,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,WI-i,WI-i,WI-i,WI-i,P-sm,WI-i,WI-i,WI-i,Filip visiting
8/1/20,"UK, Cbg",1,,,no,WL-a,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,WL-a,T_Fam_1,T_Fam_1,T_Fam_1,T,T,T,T,T,T,T S,T S,T S,T S,T S,T,T,T,T,T,T,T,ExL,ExL,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,P-sm,I,I,P-sm,P-sm,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,P-sm,WI-i,WI-i,WI-i,WI-i,WI-i,P-sm,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-u,WI-u,WI-u,H,S,S,S,S,S,S,S,S,Came back to Cam
9/1/20,"UK, Cbg",,,,no,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,WL-a,ExL,T,T,T S,T S,T S,T S,T,T WL-i,T WL-i,T WL-i,T WL-i,T WL-i,T WL-i,T WL-i,T WL-i,T,T,T,T,T,Ch_R_4,Ch_R_5,Ch_R_6,WI-i_R_20,WI-i_R_20,WI-i_R_20,WI-i_R_20,WI-i_R_20,WI-i_R_20,WI-i_R_20,WI-i_R_20,WI-i_R_20,WI-i_R_20,WI-i_R_20,WI-i_R_20,WI-i_R_20,WI-i_R_20,WI-i_R_20,WI-i_R_20,WI-i_R_20,WI-i_R_20,WI-i_R_20,WI-i_R_20,WI-i_R_20,WI-i_R_20,WI-i_R_20,WI-i_R_20,T_R_3,T_R_3,T_R_3,T C-b,T C-b,T C-b,T C-b,T C-b,T C-b,T C-b,T C-b,T C-b,T C-b,T C-b,T C-b,T C-b,T C-b,T C-b,T C-b,T C-b,ExL,H,Ch_Fr_3,Fast Stream Assessment
10/1/20,"UK, Cbg",,,,no,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,ExL,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,Ch_Fr_1,Ch_Fr_1,WI-i,WI-i,WI-i,P-sm,WI-u_R_20,WI-u_R_20,WI-u_R_20,WI-u_R_20,Ch_Fr_1,Ch_Fr_1,WL-o,WI-u,WI-u,WI-u,WI-u,WI-u,P-sm,WI-u,WI-u,WI-u,P-sm,Q,Q,H,H,H,P-sm,WI-i,Q,Q,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,P-sm,P-sm,WI-i,WI-i,WI-i,WI-i,Q,Q,Q,Q,Q,Q,
11/1/20,"UK, Cbg",,,,yes,P-sm,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,H,WL-a,WI-i,P-sm,WI-i,WL-i,WL-i,WL-i,H,P-sm,WI-i,WI-i,WI-i,WI-i,Q,Q,WI-i,WI-i,WI-i,WI-i,H,Q,WI-i,WI-i,WI-i,WI-i,WL-a,WL-a,WI-i,WI-i,WI-i,WI-i,P-sm,P-sm,I,I,I,WL-i,WL-i,H,T_Fr_1,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,
12/1/20,"UK, Cbg",,,,no,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Q,Q,Q,H,WL-a,WL-a,Ch_Fam_1,Ch_Fam_1,WI-i,WI-i,WI-i,Ch_Fr_2,Ch_Fr_2,Ch_Fr_4,Ch_Fr_4,P-sm,P-sm,Q,WI-u,WI-u,WI-u,P-sm,WL-u,WL-u,WL-o,WL-o,WL-o,WL-o-e_Fr_3,WL-o-e_Fr_3,WL-o-e_Fr_3,H,WL-o-e_Fr_3,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,P-sm,H,H,WI-i,WI-i,WI-i,WI-i,WI-i,P-sm,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,
13/1/20,"UK, Cbg",,,,no,P-sm,P-sm,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,ExL,WI-i_R_10,WI-i_R_10,WI-i_R_10,WI-i_R_10,WI-i_R_10,WI-i_R_10,WI-i_R_10,WI-i_R_10,WI-i_R_10,WI-i_R_10,WI-i_R_10,WI-i_R_10,WI-i_R_10,WI-i_R_10,WI-i_R_10,WI-i_R_10,WI-i_R_10,WI-i_R_10,WI-i_R_10,WL-i_R_5,WL-i_R_5,WL-i_R_5,WL-i_R_5,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,ExL,WL-a,Ch_Fr_1,Ch_Fr_1,Ch_Fr_3,Ch_Fr_3,WL-a_Fr_4,WL-a_Fr_4,P-sm,P-sm,P-sm,I,I,I,WL-u,WL-a,WL-u,WL-u,WL-u,WL-u,H,WL-u,WL-u,P-sm,C-b,C-b,C-b,C-b,
14/1/20,"UK, Cbg",,,,no,C,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,H,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WL-u_Fr1,WL-u_Fr1,WL-u_Fr1,P_Fr1,WL-u_Fr1,WL-u_Fr1,WL-u_Fr1,WL-u_Fr1,WL-a,WI-u,WI-u,WI-u,I_Fr_3,WL-u_R_10,WL-u_R_10,WL-u_R_10,ExL,WL-o,WI-u,WI-u,WI-u,WL-o,WI-u,WI-u,WI-u,Ch_Fr_5,Ch_Fr_5,Ch_Fr_5,P-sm,WL-u,WL-u,WL-u,H,H,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,P-sm,P-sm,WL-u,WL-u,P-sm,WL-u,WL-u,WL-u,C-b,WL-u,WI-u,Q,
15/1/20,"UK, Cbg",,,,no,Q,Q,H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,ExL,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,I,WL-u_Fr1,WL-u_Fr1,WL-u_Fr1,WL-u_Fr1,WL-u_Fr1,WL-u_Fr1,WL-u_Fr1,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,P-sm,WI-u,WI-u,WI-u,Ch_Fr_2,Ch_Fr_2,WI-u,WI-u,WI-u,WI-u,H,H,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,P-sm,P-sm,WL-o,WL-o,WL-o,WL-o,P-sm,WL-o,Ch_Fr_1,P-sm,C-b,C-b,C-b,C-b,C-b,C-b,
16/1/20,"UK, Cbg",,,,some,C,C,C,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,ExL,WL-a,WI-u_Fr_1,WI-u_Fr_1,Ch_Fr-1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,T,WL-o,WL-o,WL-o,P-sm,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_2,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WL-u,Ch_Fr_4,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,WI-u,WI-u,WI-u,I,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,P-sm,P-sm,WL-u,WL-u,C,C,C,C,C,P-sm,P-sm,P-sm,C,C,C,C,
17/1/20,"UK, Cbg",,,3,some,C,C,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,ExL,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,P-sm,WL-a,WL-a,WL-a,H,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,WI-u,WI-u,WI-u,P-sm,WI-u,WI-u,WI-u,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,WL-a,WL-u,WL-u,WL-u,WL-u,P-sm,P-sm,WL-u,WL-u,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,P-sm,P-sm,P-sm,ExL,ExL,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,mum visiting
18/1/20,"UK, Cbg",5,4,8,too much,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,Ch_Fam_2,ExL_Fam_2,ExL_Fam_2,Ch_Fam_2,Ch_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,Q,Q,P-sm,P-sm,S,S,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,H,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,P-sm,P-sm,P-sm,Ch_Fr_6,Ch_Fr_6,"mum visiting, sbr bop in the evening"
19/1/20,"UK, Cbg",3,6,4,a bit,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,I,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,I,I,I,Ch_Fr_2,Ch_Fr_2,WL-o_Fr_4,WL-o_Fr_4,WL-o_Fr_4,WL-o_Fr_4,WL-o_Fr_4,WL-o_Fr_4,WL-o_Fr_4,WL-o_Fr_4,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,WL-o,WL-o_Fr_4,WL-o_Fr_4,WL-o_Fr_4,WL-o_Fr_4,WL-o,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,H,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,P-sm,P-sm,P-sm,P-sm,mum visiting
20/1/20,"UK, Cbg",4,1,6,no,P-sm,P-sm,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,Ch_Fam_2,Ch_Fam_2,ExL,I_Fr_1,WI-u_R_20,WL-u_R_20,WL-u_R_20,WL-o,WL-o,WL-o,P-sm,WL-o,WL-u,P-sm,WL-u,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,P-sm,WI-u,WI-u,WI-u,WI-u,P-sm,WI-u,WI-u,WI-u,ExL,WL-o_Fr_6,ExL,WL-u,WL-u,P-sm,WL-u,WL-u,WL-u,ExL,P-sm,P-sm,P-sm,S,S,I,I,C-tv,C-tv,C-tv,C-tv,Ch-e_Fam_1,Ch-e_Fam_1,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,
21/1/20,"UK, Cbg",4,4,5,no,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,I,H,H,H,WL-a,WL-a,WL-a,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H,WI-u,WI-u,P-sm,WI-u,WI-u,WI-u,P-sm,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,I,I,WL-u,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,P-sm,P-sm,I,WL-u,WL-u,WL-a,WL-u,WL-a,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,P-sm,
22/1/20,"UK, Cbg",3,6,5,no,H,H,H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,ExL,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WL-u_Fr_1,WL-u_Fr_1,WL-u_Fr_1,ExL,ExL,WL-a,WI-u,WI-u,WI-u,P-sm,WI-u,WL-a,WL-u,WL-o_Fr_3,WL-o_Fr_3,WL-o_Fr_3,WL-o_Fr_3,WL-o_Fr_3,WL-o_Fr_3,ExL,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,Ch_Fr_2,WI-u_Fr_1,H,H,H,H,H,H,P-sm,H,WL-u,WI-u,WI-u,WI-u,WL-i,WI-u,WI-u,P-sm,WL-u,WL-u,WI-i,WI-i,WI-i,WI-i,WI-i,P-sm,WI-i,WI-i,
23/1/20,"UK, Cbg",5,4,8,no,P-sm,H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,ExL,H,H,H,ExL,WL-a,WI-u,WI-u,WI-u,Ch_Fr_1,WL-i,WL-i,WL-u,P-sm,WL-a,WI-i,WI-i,WI-i,WI-i,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,P-sm,WL-i,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_3,WI-u,WI-u,WI-u,WI-u_Fr_1,WI-u_Fr_2,WI-u_Fr_2,WI-u_Fr_2,ExL,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Q,Ch_Fr_3,ExL,P-sm,WL-u,WI-i,WI-i,WI-i,WI-i,WI-i,Ch_Fr_1,WL-i,WL-i,P-sm,C,C,C,hopefull about my project again
24/1/20,"UK, Cbg",6,6,3,no,C,C,P-sm,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WI-u_Fr_1,WL-u_Fr_1,WL-u_Fr_1,WL-u_Fr_1,WL-u_Fr_1,WL-u_Fr_1,WL-a,H,WL-u,ExL,WL-i,WL-i,WL-i,WL-i,ExL,WI-u,WI-u,WI-u,WL-u,I,C,WL-u,WL-u,Ch_Fr_10,Ch_Fr_10,Ch_Fr_10,Ch_Fr_1,ExL,H,P-sm,P-sm,C-tv,C-tv,C-tv,C-tv,C-tv,P-sm,WL-u,WL-u,P-sm,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,P-sm,C,C,C,C,C,"lots of admin, brain dead in the evening but no friends to hang out with:<"
25/1/20,"UK, Cbg",4,4,6,no,C,Q,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,H,Q,Q,WL-u,WL-u,WL-u,WL-u,H,WL-a,WL-a,Ch_Fr_1,Ch_Fr_4,Ch_Fr_4,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,P-sm,T,T,H,P-sm,P-sm,P-sm,WL-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H,WI-u,WI-u,WI-u,Ch_Fr_1,P-sm,WL-u,WI-u,WI-u,WL-u,WL-o,WI-u,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,Ch_Fr_6,
